Distributor,Customer Name,City,Country,Latitude,Longitude,Channel,Sub-channel,Product Name,Product Class,Quantity,Price,Sales,Month,Year,Name of Sales Rep,Manager,Sales Team,Sales_Level
Kozey-Emmerich ,Gerlach LLC Pharmacy,Hofheim,Germany,50.0876,8.4447,Pharmacy,Retail,Ampysin,Analgesics,10,243,2430,July,2018,Abigail Thompson,Tracy Banks,Bravo,Low
Gerlach LLC ,"Torphy, Pfeffer and Jakubowski Pharmaceutical Ltd",Leipzig,Germany,51.35,12.3833,Pharmacy,Retail,Aldevac,Analgesics,5,26,130,July,2018,Abigail Thompson,Tracy Banks,Bravo,Low
Koss   ,Osinski-Collins ,Rheinfelden (Baden),Germany,47.5611,7.7917,Hospital,Private,Pulmofine,Antibiotics,110,688,,July,2018,Abigail Thompson,Tracy Banks,Bravo,High
Gerlach LLC ,Botsford PLC ,Reutlingen,Germany,48.4833,9.2167,Hospital,Government,Imiderm Vibranovate,Antipiretics,3,390,1170,July,2018,Anne Wu,Britanny Bold,Delta,Low
Koss   ,Fahey-Prosacco Pharmacy,Jena,Germany,50.9272,,Hospital,Government,Eproline,Antibiotics,215,780,167700,July,2018,Alan Ray,James Goodwill,Alfa,High
Gerlach LLC ,Medhurst-Beer ,Aachen,Germany,50.7762,6.0838,Hospital,Private,Malavirine Alimdine,Mood Stabilizers,108,767,82836,July,2018,Morris Garcia,Tracy Banks,Bravo,High
Gerlach LLC ,"Koelpin, Luettgen and Abernathy Pharmaceutical Ltd",Mörfelden-Walldorf,Germany,49.9896,8.5661,Hospital,Private,Ranediol,Antibiotics,5,401,2005,July,2018,Jessica Smith,Britanny Bold,Delta,Low
Kozey-Emmerich ,"Heathcote, Grant and Witting Pharmaceutical Limited",Balingen,Germany,48.2731,8.8506,Pharmacy,Institution,Atrabicin Alkerotec,Antiseptics,800,249,199200,July,2018,Alan Ray,James Goodwill,Alfa,High
Gerlach LLC ,Denesik-Hintz Pharma Plc,Wiehl,Germany,50.95,7.5333,Pharmacy,Institution,Alisteride Pemidizem,Antiseptics,1,35,35,July,2018,Erica Jones,James Goodwill,Alfa,Low
Erdman  ,Heller-Abernathy Pharmaceutical Limited,Siegburg,Germany,50.8014,7.2044,Hospital,Private,Antilamin Clinbital,Antibiotics,100,664,66400,July,2018,Thompson Crawford,James Goodwill,Alfa,High
Gerlach LLC ,"Heathcote, Kovacek and Parker ",Hof,Germany,50.3167,11.9167,Pharmacy,Retail,Proderal,Antiseptics,10,34,,July,2018,Mary Gerrard,Britanny Bold,Delta,Low
Koss   ,Quigley-Heathcote Pharm,Witten,Germany,51.4333,7.3333,Hospital,Private,Factofribrate,Mood Stabilizers,40,99,3960,July,2018,Stella Given,Alisha Cordwell,Charlie,Low
Gerlach LLC ,Kihn Group Pharm,Vaihingen an der Enz,Germany,48.9328,8.9564,Hospital,Private,Fosinofen,Antipiretics,10,385,3850,July,2018,Daniel Gates,Alisha Cordwell,Charlie,Low
Erdman  ,"Steuber, Skiles and Kilback Pharmacy",Datteln,Germany,51.6539,7.3417,Pharmacy,Institution,Metapatch,Antipiretics,,438,13140,July,2018,Steve Pepple,,Bravo,Medium
Gerlach LLC ,Funk PLC Pharma Plc,Rietberg,Germany,,8.4333,Pharmacy,Institution,Rositroban,Mood Stabilizers,166,481,,July,2018,Anne Wu,Britanny Bold,Delta,High
Gerlach LLC ,Haley PLC Pharmacy,Kassel,Germany,51.3158,9.4979,Pharmacy,Retail,Trazobalamin,Mood Stabilizers,126,762,96012,July,2018,Stella Given,Alisha Cordwell,Charlie,High
Daugherty-Rempel  ,Legros-Runte Pharmaceutical Ltd,Baden-Baden,Germany,48.7619,8.2408,Hospital,Government,Ranediol,Antibiotics,10,401,4010,July,2018,Alan Ray,James Goodwill,Alfa,Low
Gerlach LLC ,McKenzie-Zemlak Pharma Plc,Unna,Germany,51.5347,7.6889,Pharmacy,Institution,Pazofenac,Mood Stabilizers,20,123,2460,July,2018,Mary Gerrard,,Delta,Low
Gerlach LLC ,Crist LLC Pharma Plc,Neustadt,Germany,49.35,8.15,Pharmacy,Retail,Lioletine Refliruvax,Analgesics,20,435,8700,July,2018,Abigail Thompson,Tracy Banks,Bravo,Medium
Gerlach LLC ,Bayer LLC ,Rudolstadt,Germany,50.7169,11.3275,Hospital,Private,Betanem,Analgesics,640,611,391040,July,2018,Sheila Stones,Britanny Bold,Delta,High
Gerlach LLC ,"Spinka, Schowalter and Conn Pharma Plc",Emmendingen,Germany,48.1214,7.8492,Hospital,Government,Interzide,Antimalarial,110,420,46200,July,2018,,James Goodwill,Alfa,High
Koss   ,"Effertz, Heaney and Tillman Pharma Plc",Bad Nauheim,Germany,50.3667,8.75,Hospital,Government,Acubulin,Antipiretics,720,490,352800,July,2018,Stella Given,Alisha Cordwell,Charlie,High
Gerlach LLC ,Ondricka Ltd Pharmaceutical Ltd,Bamberg,Germany,49.8917,10.8917,Pharmacy,Institution,Xenaminphen,Antimalarial,,195,13650,July,2018,Thompson Crawford,James Goodwill,Alfa,Low
Gerlach LLC ,"Beer, Kohler and Beatty ",Oberursel,Germany,50.2028,8.5769,Hospital,Government,Tetratanyl,Antimalarial,15,511,7665,July,2018,Abigail Thompson,Tracy Banks,Bravo,Low
Gerlach LLC ,Roob PLC Pharm,Weiterstadt,Germany,49.9,8.6,Hospital,Government,Proprabax,Analgesics,100,64,6400,July,2018,Erica Jones,James Goodwill,Alfa,Low
Gerlach LLC ,"Romaguera, Moen and Hagenes Pharm",Unterschleißheim,Germany,48.2833,11.5667,Pharmacy,Retail,Tetratanyl,Antimalarial,60,511,30660,July,2018,Daniel Gates,Alisha Cordwell,Charlie,High
Gerlach LLC ,Reinger Group Pharma Plc,Weil am Rhein,Germany,47.5947,7.6108,Pharmacy,Institution,Clindaracil,Analgesics,-9,173,-1557,July,2018,Sheila Stones,Britanny Bold,Delta,Low
Gerlach LLC ,Hoeger Ltd Pharm,Lennestadt,Germany,51.1236,8.0681,Pharmacy,Retail,Interfedox Pilobamol,Antiseptics,100,41,4100,July,2018,Mary Gerrard,,Delta,Low
Koss   ,Balistreri Group Pharmacy,Bad Honnef am Rhein,Germany,,,Pharmacy,Institution,Arivac,Antimalarial,1,567,567,July,2018,Anne Wu,Britanny Bold,Delta,Low
Koss   ,Hill-Daniel ,Derne,Germany,51.6667,,Hospital,Government,Raparidol,Mood Stabilizers,20,187,3740,July,2018,Erica Jones,James Goodwill,Alfa,Low
Gerlach LLC ,Kohler-Bednar Pharm,Bad Vilbel,Germany,50.1781,,Hospital,Government,Alpradipine,Analgesics,,445,26700,July,2018,,Britanny Bold,Delta,Medium
Gerlach LLC ,Sauer and Sons Pharmacy,Hürth,Germany,,6.8761,Pharmacy,Institution,Lactubucil,Antipiretics,50,585,29250,July,2018,,Britanny Bold,Delta,High
Gerlach LLC ,"Rodriguez, Stokes and Dickens ",Ostfildern,Germany,48.7228,9.2631,Hospital,Government,Secrelazine Insonamic,Antipiretics,3,694,2082,July,2018,Stella Given,Alisha Cordwell,Charlie,Low
Gerlach LLC ,Reilly Ltd Pharmacy,Sindelfingen,Germany,48.7133,9.0028,Hospital,Private,Pazofenac,Mood Stabilizers,10,123,1230,July,2018,Jimmy Grey,Alisha Cordwell,Charlie,Low
Gerlach LLC ,Smith Inc Pharmacy,Kirchheim unter Teck,Germany,48.6483,9.4511,Pharmacy,Institution,Immurenol Temarate,Antipiretics,50,303,15150,July,2018,Alan Ray,James Goodwill,Alfa,Medium
Gerlach LLC ,Veum and Sons Pharmaceutical Ltd,Dorsten,Germany,51.66,6.9642,Pharmacy,Institution,Tracdomide,Antipiretics,,548,5480,July,2018,Thompson Crawford,James Goodwill,Alfa,Medium
Kozey-Emmerich ,Balistreri-Watsica Pharma Plc,Siegen,Germany,50.8756,8.0167,Pharmacy,Institution,Travosoline Capolac,Antipiretics,400,610,,July,2018,Morris Garcia,Tracy Banks,Bravo,High
Gerlach LLC ,"Wuckert, Kreiger and Howell Pharma Plc",Lippstadt,Germany,51.6667,8.35,Hospital,Government,Sanctumine,Antimalarial,128,149,19072,July,2018,Anne Wu,Britanny Bold,Delta,Medium
Gerlach LLC ,Ondricka-Waters Pharmaceutical Limited,Rinteln,Germany,52.1906,9.0814,Hospital,Government,Zonitonin,Antiseptics,10,518,5180,July,2018,Erica Jones,James Goodwill,Alfa,Low
Erdman  ,Weber Ltd Pharmaceutical Ltd,Merseburg,Germany,,11.9928,Hospital,Private,Ultrimax Ultriset,Antiseptics,3,269,807,July,2018,Jimmy Grey,Alisha Cordwell,Charlie,Low
Koss   ,Legros-Runte Pharmaceutical Limited,Neckarsulm,Germany,49.1917,9.2244,Hospital,Private,Adrecetam Barazoxane,Antimalarial,5,24,120,July,2018,Abigail Thompson,Tracy Banks,Bravo,Low
Erdman  ,Schuppe Inc ,Bensheim,Germany,49.6811,8.6228,Pharmacy,Retail,Abatatriptan,Antibiotics,336,742,249312,July,2018,Jessica Smith,Britanny Bold,Delta,High
Gerlach LLC ,Steuber Ltd Pharmaceutical Limited,Ennepetal,Germany,51.3021,7.3425,Pharmacy,Institution,Nevanide Actozide,Antibiotics,10,773,7730,July,2018,Stella Given,Alisha Cordwell,Charlie,Low
Gerlach LLC ,"Prohaska, Bogisich and Gutkowski Pharm",Bad Oldesloe,Germany,53.8117,10.3742,Hospital,Private,Zyvance,Analgesics,20,323,6460,July,2018,Steve Pepple,Tracy Banks,Bravo,Low
Gerlach LLC ,"Kuphal, D'Amore and Bode Pharmacy",Wesseling,Germany,50.8207,6.9786,Hospital,Government,Acycpex,Mood Stabilizers,1280,510,652800,July,2018,Daniel Gates,Alisha Cordwell,Charlie,High
Koss   ,Spencer-Jerde Pharmaceutical Limited,Kaufbeuren,Germany,47.88,10.6225,Hospital,Government,Antilamin Clinbital,Antibiotics,15,664,9960,July,2018,Stella Given,Alisha Cordwell,Charlie,Medium
Koss   ,Welch-Orn Pharm,Emden,Germany,53.3669,7.2061,Hospital,Private,Rebedase Aplencor,Mood Stabilizers,300,180,54000,July,2018,,Alisha Cordwell,Charlie,High
Erdman  ,"Wuckert, Kreiger and Howell ",Idar-Oberstein,Germany,49.7019,7.3253,Hospital,Private,Adtiza Gammaluble,Antibiotics,10,452,4520,July,2018,Stella Given,Alisha Cordwell,Charlie,Low
Gerlach LLC ,Denesik-Hintz Pharma Plc,Wiehl,Germany,50.95,7.5333,Pharmacy,Institution,Dantolac Pazocor,Analgesics,34,578,19652,July,2018,Alan Ray,James Goodwill,Alfa,Medium
Gerlach LLC ,Hartmann-Wolf Pharmacy,Wunstorf,Germany,52.4238,9.4359,Pharmacy,Retail,Panpion,Antiseptics,3,692,2076,July,2018,Jimmy Grey,Alisha Cordwell,Charlie,Low
Koss   ,Cartwright-Fay ,Stolberg,Germany,50.7667,6.2333,Hospital,Government,Antaparin Varizyme,Mood Stabilizers,80,513,41040,July,2018,Alan Ray,,Alfa,High
Gerlach LLC ,"Hirthe, Williamson and Macejkovic ",Schwandorf,Germany,49.3236,12.0993,Pharmacy,Retail,Pulmodiol Adalaxime,Analgesics,10,605,6050,July,2018,Morris Garcia,,Bravo,Low
Gerlach LLC ,"Rodriguez, Stokes and Dickens Pharma Plc",Sömmerda,Germany,51.1617,11.1169,Hospital,Government,Dexmebital Acanplan,Analgesics,,170,,July,2018,Erica Jones,James Goodwill,Alfa,Low
Gerlach LLC ,Rosenbaum-Tromp Pharmacy,Lüdenscheid,Germany,51.2198,7.6273,Hospital,Private,Adideine,Mood Stabilizers,144,678,97632,July,2018,Daniel Gates,Alisha Cordwell,Charlie,High
Kozey-Emmerich ,"Buckridge, Hand and Hyatt Pharmaceutical Ltd",Bad Neuenahr-Ahrweiler,Germany,50.5447,7.1133,Pharmacy,Institution,Formolovir Amanferon,Analgesics,10,191,,July,2018,Jessica Smith,Britanny Bold,Delta,Low
Erdman  ,Fritsch LLC Pharm,Biberach,Germany,48.0981,,Hospital,Government,Rositroban,Mood Stabilizers,1,481,481,July,2018,,Britanny Bold,Delta,Low
Gerlach LLC ,"Romaguera, Moen and Hagenes Pharmacy",Castrop-Rauxel,Germany,51.55,7.3167,Hospital,Government,Pitodomide,Antimalarial,50,24,1200,July,2018,Steve Pepple,Tracy Banks,Bravo,Low
Gerlach LLC ,Mann-Waelchi Pharmacy,Achim,Germany,,9.033,Hospital,Private,Relenvice,Antimalarial,250,459,114750,July,2018,Sheila Stones,Britanny Bold,Delta,High
Gerlach LLC ,Gleason PLC Pharma Plc,Bad Reichenhall,Germany,47.7247,12.8769,Pharmacy,Retail,Rebedase Aplencor,Mood Stabilizers,50,180,9000,July,2018,Jessica Smith,Britanny Bold,Delta,Medium
Gerlach LLC ,Kunze PLC Pharma Plc,Eisenach,Germany,50.9747,10.3244,Hospital,Government,Adriacaine,Mood Stabilizers,5,361,1805,July,2018,Sheila Stones,Britanny Bold,Delta,Low
Koss   ,"Parker, Green and Emmerich Pharma Plc",Baesweiler,Germany,50.9,6.1833,Pharmacy,Retail,Feruprazole,Mood Stabilizers,5,115,575,July,2018,Alan Ray,,Alfa,Low
Koss   ,"Hills, Stroman and Ernser Pharmaceutical Ltd",Zittau,Germany,50.8961,14.8072,Pharmacy,Institution,Adrecetam Barazoxane,Antimalarial,,24,1152,July,2018,Morris Garcia,Tracy Banks,Bravo,Low
Gerlach LLC ,Powlowski-Buckridge Pharmacy,Albstadt,Germany,48.2119,9.0239,Pharmacy,Retail,Zonitonin,Antiseptics,2,518,1036,July,2018,Thompson Crawford,James Goodwill,Alfa,Low
Gerlach LLC ,Predovic LLC Pharmaceutical Limited,Ingelheim,Germany,49.9747,8.0564,Pharmacy,Institution,Aclonuma,Antimalarial,,474,,July,2018,Sheila Stones,Britanny Bold,Delta,Medium
Gerlach LLC ,Barrows Inc Pharmacy,Teltow,Germany,52.4022,13.2706,Hospital,Private,Dantolac Pazocor,Analgesics,480,578,,July,2018,Abigail Thompson,Tracy Banks,Bravo,High
Gerlach LLC ,Bayer LLC ,Rudolstadt,Germany,50.7169,11.3275,Hospital,Private,Abilovir Aprotasol,Antipiretics,90,269,24210,July,2018,Sheila Stones,Britanny Bold,Delta,High
Gerlach LLC ,"Towne, Cummerata and Blanda Pharmaceutical Ltd",Darmstadt,Germany,49.8667,8.65,Hospital,Government,Acycpex,Mood Stabilizers,20,510,10200,July,2018,Alan Ray,James Goodwill,Alfa,Medium
Gerlach LLC ,Lockman Ltd Pharm,Mettmann,Germany,51.25,6.9667,Pharmacy,Retail,Aggrakine,Antiseptics,10,47,470,July,2018,Sheila Stones,Britanny Bold,Delta,Low
Gerlach LLC ,Leffler-Russel Pharmaceutical Limited,Hennigsdorf,Germany,,13.2036,Pharmacy,Institution,Atrabicin Alkerotec,Antiseptics,2,249,498,July,2019,Mary Gerrard,,Delta,Low
Gerlach LLC ,"Wuckert, Kreiger and Howell Pharma Plc",Lippstadt,Germany,51.6667,8.35,Hospital,Government,Diprotaine,Antiseptics,180,318,57240,July,2019,Abigail Thompson,Tracy Banks,Bravo,High
Koss   ,"Buckridge, Dach and Carroll Pharmaceutical Ltd",Baunatal,Germany,51.2589,9.4183,Pharmacy,Retail,Raparidol,Mood Stabilizers,40,187,,July,2019,Mary Gerrard,Britanny Bold,Delta,Low
Gerlach LLC ,Leannon-West ,Rösrath,Germany,50.9,7.1833,Hospital,Private,Tiaracil,Antipiretics,1,162,162,July,2019,Morris Garcia,Tracy Banks,Bravo,Low
Gerlach LLC ,"Leuschke, Waters and Schowalter Pharmacy",Salzkotten,Germany,51.6708,8.6047,Hospital,Government,Megenorphine,Antimalarial,2,402,804,July,2019,Sheila Stones,Britanny Bold,Delta,Low
Koss   ,Graham and Sons Pharm,Germering,Germany,48.1333,11.3667,Hospital,Government,Arivac,Antimalarial,5880,567,,July,2019,Alan Ray,James Goodwill,Alfa,High
Koss   ,"Romaguera, Moen and Hagenes Pharmacy",Castrop-Rauxel,Germany,51.55,7.3167,Hospital,Government,Ibruferon,Antiseptics,200,82,16400,July,2019,Morris Garcia,Tracy Banks,Bravo,Medium
Koss   ,Cremin-Zemlak Pharma Plc,Haan,Germany,51.1931,7.0131,Pharmacy,Institution,Lioletine Refliruvax,Analgesics,10,435,,July,2019,Mary Gerrard,Britanny Bold,Delta,Low
Gerlach LLC ,Spencer-Jerde Pharmaceutical Limited,Kaufbeuren,Germany,47.88,10.6225,Hospital,Government,Factofribrate,Mood Stabilizers,3,99,297,July,2019,Erica Jones,James Goodwill,Alfa,Low
Koss   ,Bashirian Group ,Pforzheim,Germany,48.895,8.705,Pharmacy,Institution,Cephovelam,Mood Stabilizers,-1,542,-542,July,2019,Jimmy Grey,Alisha Cordwell,Charlie,Low
Erdman  ,Torp-Fisher ,Grevenbroich,Germany,51.0883,6.5875,Pharmacy,Institution,Sevotrana Tiafoxin,Analgesics,9,460,4140,July,2019,Stella Given,Alisha Cordwell,Charlie,Low
Koss   ,"Hahn, Rutherford and Gislason Pharm",Kulmbach,Germany,50.1,11.4333,Pharmacy,Retail,Aldevac,Analgesics,20,26,520,July,2019,,Britanny Bold,Delta,Low
Koss   ,Barton Ltd Pharm,Rendsburg,Germany,54.3044,,Pharmacy,Institution,Tesnorphine Silotamine,Antibiotics,30,319,9570,July,2019,Abigail Thompson,Tracy Banks,Bravo,Medium
Gerlach LLC ,Marquardt-Ryan Pharma Plc,Sondershausen,Germany,51.3667,10.8667,Pharmacy,Institution,Adalatamine,Antiseptics,,794,7940,July,2019,Jessica Smith,Britanny Bold,Delta,Medium
Koss   ,"Crist, Wisoky and Nolan Pharm",Bielefeld,Germany,52.0167,8.5333,Hospital,Government,Dexmebital Acanplan,Analgesics,1,170,170,July,2019,Alan Ray,James Goodwill,Alfa,Low
Koss   ,Fritsch-Hauck Pharm,Fürstenwalde,Germany,52.3667,14.0667,Hospital,Government,Lansostral Acgestin,Antiseptics,180,627,112860,July,2019,Jessica Smith,Britanny Bold,Delta,High
Erdman  ,Feest PLC Pharmaceutical Limited,Göppingen,Germany,48.7025,9.6528,Pharmacy,Institution,Victomine,Antimalarial,50,705,35250,July,2019,Abigail Thompson,Tracy Banks,Bravo,High
Erdman  ,Marquardt PLC Pharmaceutical Ltd,Offenburg,Germany,48.4708,7.9408,Hospital,Government,Symdocet,Antipiretics,50,470,23500,July,2019,Thompson Crawford,,Alfa,Medium
Gerlach LLC ,Rutherford and Sons Pharm,Meppen,Germany,52.6906,7.291,Hospital,Government,Imiformin Transmunex,Antibiotics,2,400,800,July,2019,Sheila Stones,Britanny Bold,Delta,Low
Gerlach LLC ,Fritsch-Hauck Pharmaceutical Ltd,Fürth,Germany,49.4783,10.9903,Pharmacy,Retail,Lovavatol Azelavarix,Mood Stabilizers,30,106,3180,July,2019,Anne Wu,Britanny Bold,Delta,Low
Erdman  ,Zemlak Group Pharm,Vechta,Germany,52.7306,8.2886,Hospital,Private,Thionide,Analgesics,128,113,14464,July,2019,Morris Garcia,Tracy Banks,Bravo,Medium
Gerlach LLC ,Kris LLC Pharm,Zeitz,Germany,51.0478,12.1383,Pharmacy,Institution,Tacrodomide,Antipiretics,72,420,30240,July,2019,Jimmy Grey,Alisha Cordwell,Charlie,High
Gerlach LLC ,Miller-Satterfield Pharm,Heinsberg,Germany,51.0631,6.0964,Pharmacy,Institution,Tracdomide,Antipiretics,1,548,548,July,2019,Steve Pepple,Tracy Banks,Bravo,Low
Erdman  ,Friesen Group Pharm,Erkrath,Germany,51.2239,6.9147,Hospital,Government,Agalsiline,Mood Stabilizers,20,64,1280,July,2019,Daniel Gates,Alisha Cordwell,Charlie,Low
Koss   ,Powlowski-Buckridge ,Sprockhövel,Germany,51.3614,7.244,Hospital,Government,Comzyme,Antibiotics,5,114,570,July,2019,Stella Given,Alisha Cordwell,Charlie,Low
Koss   ,"Block, Thiel and Kuphal Pharm",Taunusstein,Germany,50.1435,8.1606,Hospital,Government,Kinenadryl,Antipiretics,25,782,19550,July,2019,Daniel Gates,Alisha Cordwell,Charlie,Medium
Gerlach LLC ,Kreiger Inc Pharm,Salzgitter,Germany,52.1503,10.3593,Hospital,Government,Aggretisol,Antimalarial,250,262,65500,July,2019,Alan Ray,James Goodwill,Alfa,High
Koss   ,Kozey Ltd Pharmacy,Stralsund,Germany,54.3,13.0833,Pharmacy,Retail,Relenstrel Exurabine,Antibiotics,400,424,169600,July,2019,Thompson Crawford,James Goodwill,Alfa,High
Koss   ,Quigley-Heathcote Pharmaceutical Ltd,Lohmar,Germany,50.8415,7.2166,Hospital,Government,Flutacerol,Analgesics,,745,,July,2019,Sheila Stones,Britanny Bold,Delta,Medium
Koss   ,Fritsch LLC Pharmaceutical Ltd,Mülheim,Germany,51.4283,6.8789,Hospital,Government,Decidenu Galantrigine,Antipiretics,10,590,5900,July,2019,Alan Ray,James Goodwill,Alfa,Low
Koss   ,"Koch, Borer and Hagenes Pharm",Waiblingen,Germany,48.8303,9.3169,Hospital,Private,Veratorol Ciclovatol,Mood Stabilizers,2,154,,July,2019,Stella Given,Alisha Cordwell,Charlie,Low
Gerlach LLC ,Fritsch LLC Pharmaceutical Ltd,Mülheim,Germany,51.4283,6.8789,Hospital,Government,Afaxacin,Analgesics,50,60,3000,July,2019,Jimmy Grey,Alisha Cordwell,Charlie,Low
Koss   ,"Heathcote, Grant and Witting Pharmaceutical Limited",Balingen,Germany,48.2731,8.8506,Pharmacy,Institution,Clinolan Pitoletra,Mood Stabilizers,,130,650,July,2019,Jessica Smith,Britanny Bold,Delta,Low
Erdman  ,"Fritsch, Hodkiewicz and Sipes Pharmacy",Haldensleben,Germany,52.2833,11.4167,Pharmacy,Retail,Hepavice,Mood Stabilizers,,140,50400,July,2019,Erica Jones,James Goodwill,Alfa,Low
Erdman  ,Hermiston and Sons Pharmaceutical Ltd,Geislingen an der Steige,Germany,48.6244,9.8306,Pharmacy,Retail,Dexacilin Triline,Analgesics,128,129,16512,July,2019,Sheila Stones,Britanny Bold,Delta,Medium
Koss   ,Nader-Borer Pharmaceutical Limited,Grimma,Germany,51.2386,,Hospital,Private,Alarudin Azarolac,Mood Stabilizers,100,567,56700,July,2019,Abigail Thompson,Tracy Banks,Bravo,High
Gerlach LLC ,Bashirian-Kassulke Pharmacy,Kamp-Lintfort,Germany,51.5,6.5333,Hospital,Private,Cephovelam,Mood Stabilizers,5,542,,July,2019,Sheila Stones,Britanny Bold,Delta,Low
Erdman  ,"Corkery, Trantow and Ferry Pharm",Hildesheim,Germany,52.15,9.95,Hospital,Private,Ibrulinum,Antipiretics,30,190,5700,July,2019,Stella Given,,Charlie,Low
Gerlach LLC ,Dach PLC ,Deggendorf,Germany,48.8353,12.9644,Hospital,Private,Abatatriptan,Antibiotics,3,742,,July,2019,Jessica Smith,Britanny Bold,Delta,Low
Gerlach LLC ,Mante-Grady Pharmaceutical Ltd,Laatzen,Germany,52.3077,9.8133,Pharmacy,Institution,Comzyme,Antibiotics,5,114,570,July,2019,Stella Given,Alisha Cordwell,Charlie,Low
Koss   ,Beier PLC Pharma Plc,Lampertheim,Germany,49.5942,8.4671,Pharmacy,Institution,Zarostral,Antipiretics,30,141,4230,July,2019,Steve Pepple,Tracy Banks,Bravo,Low
Gerlach LLC ,Stanton-Cole Pharmacy,Düren,Germany,50.8,6.4833,Pharmacy,Institution,Aggretisol,Antimalarial,200,262,52400,July,2019,Thompson Crawford,James Goodwill,Alfa,High
Koss   ,Buckridge-Strosin Pharmaceutical Ltd,Erlangen,Germany,49.5964,11.0044,Hospital,Government,Nevanide Actozide,Antibiotics,640,773,,July,2019,Erica Jones,James Goodwill,Alfa,High
Gerlach LLC ,Marquardt PLC ,Wetter (Ruhr),Germany,51.3881,7.395,Hospital,Government,Clinolan Pitoletra,Mood Stabilizers,40,130,5200,July,2019,Alan Ray,James Goodwill,Alfa,Low
Gerlach LLC ,Runolfsson-Halvorson Pharm,Rheinberg,Germany,51.5467,6.6006,Pharmacy,Retail,Alimmethate Insudase,Analgesics,10,624,6240,July,2019,Morris Garcia,Tracy Banks,Bravo,Low
Koss   ,Parisian Ltd Pharmacy,Hoyerswerda,Germany,51.4331,14.25,Hospital,Private,Argalazine Abostryl,Antipiretics,30,628,18840,July,2019,,,Delta,Medium
Koss   ,"Denesik, Walter and Beatty ",Nordhorn,Germany,52.4333,7.0667,Pharmacy,Institution,Ampinonide,Antimalarial,2,248,496,July,2019,Sheila Stones,Britanny Bold,Delta,Low
Koss   ,Rosenbaum-Tromp Pharm,Bühl,Germany,48.6953,8.135,Hospital,Government,Morphizolid Tianalin,Mood Stabilizers,100,742,74200,July,2019,Daniel Gates,Alisha Cordwell,Charlie,High
Gerlach LLC ,Herman-Koss Pharmaceutical Ltd,Gifhorn,Germany,52.4886,10.5464,Hospital,Private,Hemavate Spirolinum,Mood Stabilizers,100,210,21000,July,2019,Jimmy Grey,Alisha Cordwell,Charlie,Medium
Erdman  ,Mills Inc Pharmaceutical Ltd,Emsdetten,Germany,52.1728,7.5344,Hospital,Private,Sucprine Specbalamin,Antiseptics,2,182,364,July,2019,Sheila Stones,Britanny Bold,Delta,Low
Gerlach LLC ,Kunze PLC Pharma Plc,Eisenach,Germany,50.9747,10.3244,Hospital,Government,Morphizolid Tianalin,Mood Stabilizers,20,742,14840,July,2019,Abigail Thompson,Tracy Banks,Bravo,Medium
Gerlach LLC ,"Casper, Hyatt and Jakubowski Pharmacy",Minden,Germany,52.2883,8.9167,Hospital,Government,Algluconium Dorzofoxin,Antibiotics,10,611,6110,July,2019,Mary Gerrard,Britanny Bold,Delta,Low
Koss   ,Konopelski-Blick ,Bergisch Gladbach,Germany,50.9917,7.1367,Hospital,Government,Abobozolid,Antimalarial,1,75,75,July,2019,Morris Garcia,Tracy Banks,Bravo,Low
Koss   ,"Parker, Green and Emmerich Pharmacy",Frankfurt (Oder),Germany,52.35,14.55,Hospital,Government,Thionide,Analgesics,100,113,11300,July,2019,Thompson Crawford,James Goodwill,Alfa,Medium
Koss   ,Dach PLC ,Deggendorf,Germany,48.8353,12.9644,Hospital,Private,Panpion,Antiseptics,40,692,,July,2019,Abigail Thompson,Tracy Banks,Bravo,High
Erdman  ,Steuber Ltd Pharmaceutical Limited,Ennepetal,Germany,51.3021,7.3425,Pharmacy,Institution,Ionclotide,Analgesics,30,631,18930,July,2019,Jessica Smith,Britanny Bold,Delta,Medium
Gerlach LLC ,Lockman-Welch ,Kiel,Germany,54.3233,10.1394,Hospital,Government,Clinolan Pitoletra,Mood Stabilizers,20,130,2600,July,2019,Morris Garcia,Tracy Banks,Bravo,Low
Gerlach LLC ,"Roob, Ernser and Kub Pharmaceutical Ltd",Oer-Erkenschwick,Germany,51.6422,7.2508,Hospital,Government,Epzipitant,Analgesics,,778,778000,July,2019,Abigail Thompson,Tracy Banks,Bravo,Medium
Erdman  ,"Pfannerstill, Upton and Balistreri Pharm",Ilmenau,Germany,50.6872,10.9142,Pharmacy,Institution,Relenvice,Antimalarial,557,459,255663,July,2019,Daniel Gates,Alisha Cordwell,Charlie,High
Koss   ,"Wunsch, Mills and Walter Pharm",Kempen,Germany,51.3658,6.4194,Pharmacy,Retail,Acantaine,Antibiotics,,66,,July,2019,,James Goodwill,Alfa,Low
Kozey-Emmerich ,Gottlieb-Koss Pharm,Hattingen,Germany,51.3992,7.1858,Pharmacy,Institution,Effidomide Evofribrate,Antiseptics,550,612,336600,July,2019,Alan Ray,James Goodwill,Alfa,High
Gerlach LLC ,Wehner-Stehr Pharm,Chemnitz,Germany,50.8333,12.9167,Hospital,Government,Araxetine,Antibiotics,50,450,22500,July,2019,Morris Garcia,Tracy Banks,Bravo,Medium
Gerlach LLC ,Harris-Conroy Pharmacy,Wilhelmshaven,Germany,53.5167,8.1333,Pharmacy,Retail,Afaxacin,Analgesics,20,60,,July,2019,Abigail Thompson,,Bravo,Low
