Distributor,Customer Name,City,Country,Latitude,Longitude,Channel,Sub-channel,Product Name,Product Class,Quantity,Price,Sales,Month,Year,Name of Sales Rep,Manager,Sales Team,Sales_Level,Sales_Performance,High_Sales_Flag
Gerlach LLC ,"Leuschke, Waters and Schowalter Pharmacy",Salzkotten,Germany,51.6708,8.6047,Hospital,Government,Rebedase Aplencor,Mood Stabilizers,,180,360.0,June,2017,Thompson Crawford,,Alfa,Bajas,Bajo,0
Koss   ,Hartmann-Wolf Pharmacy,Wunstorf,Germany,52.4238,9.4359,Pharmacy,Retail,Bexridol,Antipiretics,100.0,80,8000.0,June,2017,Stella Given,Alisha Cordwell,Charlie,Altas,Alto,0
Erdman  ,"Harris, Daugherty and Okuneva Pharmaceutical Limited",Meißen,Germany,51.1636,13.4775,Hospital,Government,Antilamin Clinbital,Antibiotics,,664,6640.0,June,2017,Jimmy Grey,Alisha Cordwell,Charlie,Altas,Alto,0
Gerlach LLC ,"Paucek, Keeling and Bruen Pharmaceutical Limited",Bad Kreuznach,Germany,49.8469,7.8669,Pharmacy,Retail,Ketamara Evogel,Antipiretics,180.0,704,,June,2017,Sheila Stones,Britanny Bold,Delta,Altas,Alto,1
Koss   ,Murray PLC Pharma Plc,Reinbek,Germany,53.5089,10.2483,Hospital,Private,Aquamycin Lacoran,Analgesics,,345,,June,2017,Anne Wu,Britanny Bold,Delta,Altas,Alto,0
Koss   ,Armstrong Inc Pharma Plc,Passau,Germany,48.5667,13.4667,Pharmacy,Retail,Insozyme,Antiseptics,2.0,655,1310.0,June,2017,Anne Wu,Britanny Bold,Delta,Medias,Bajo,0
Koss   ,Medhurst-Beer ,Aachen,Germany,50.7762,6.0838,Hospital,Private,Symbitrim,Analgesics,480.0,536,257280.0,June,2017,Anne Wu,Britanny Bold,Delta,Altas,Alto,1
Gerlach LLC ,Ward Group Pharma Plc,Barsinghausen,Germany,52.3031,9.4606,Pharmacy,Retail,Araxetine,Antibiotics,1.0,450,450.0,June,2017,Jimmy Grey,Alisha Cordwell,Charlie,Bajas,Bajo,0
Gerlach LLC ,Legros-Runte Pharmaceutical Limited,Neckarsulm,Germany,49.1917,9.2244,Hospital,Private,Ketastadil,Analgesics,10.0,763,7630.0,June,2017,Jessica Smith,Britanny Bold,Delta,Altas,Alto,0
Gerlach LLC ,Kozey-Schroeder Pharm,Heiligenhaus,Germany,51.3265,6.971,Hospital,Private,Amamadin,Antimalarial,10.0,713,7130.0,June,2017,Jessica Smith,Britanny Bold,Delta,Altas,Alto,0
Gerlach LLC ,Schaefer LLC Pharma Plc,Stendal,Germany,52.6,11.85,Pharmacy,Institution,Symbisine Prednimadin,Mood Stabilizers,2.0,304,608.0,June,2017,,Alisha Cordwell,Charlie,Bajas,Bajo,0
Erdman  ,Franecki Inc Pharma Plc,Schwerte,Germany,51.4458,7.5653,Pharmacy,Retail,Malavirine Alimdine,Mood Stabilizers,2.0,767,1534.0,June,2017,Jessica Smith,Britanny Bold,Delta,Medias,Bajo,0
Gerlach LLC ,"Paucek, Keeling and Bruen Pharma Plc",Sankt Wendel,Germany,49.4667,7.1667,Hospital,Government,Abtasol,Antiseptics,30.0,754,22620.0,June,2017,Mary Gerrard,Britanny Bold,Delta,Altas,Alto,0
Welch-Langworth ,"Roob, Ernser and Kub Pharmacy",Göttingen,Germany,51.5339,9.9356,Pharmacy,Retail,Belavarix Benzabicin,Antibiotics,2.0,131,262.0,June,2017,Anne Wu,,Delta,Bajas,Bajo,0
Gerlach LLC ,D'Amore and Sons Pharmacy,Lohne,Germany,52.6667,8.2386,Hospital,Government,Tesnorphine Silotamine,Antibiotics,5.0,319,1595.0,June,2017,Abigail Thompson,,Bravo,Medias,Bajo,0
Gerlach LLC ,"Rodriguez, Stokes and Dickens ",Ostfildern,Germany,48.7228,9.2631,Hospital,Government,Xenaminphen,Antimalarial,5.0,195,975.0,June,2017,Anne Wu,Britanny Bold,Delta,Bajas,Bajo,0
Erdman  ,Smith Inc Pharmacy,Kirchheim unter Teck,Germany,48.6483,9.4511,Pharmacy,Institution,Afretosine,Mood Stabilizers,100.0,404,40400.0,June,2017,Thompson Crawford,James Goodwill,Alfa,Altas,Alto,0
Gerlach LLC ,Ward Group Pharma Plc,Barsinghausen,Germany,,,Pharmacy,Retail,Dantocept Ferurenone,Antiseptics,96.0,307,29472.0,June,2017,Anne Wu,Britanny Bold,Delta,Altas,Alto,0
Schaefer LLC ,Ondricka Ltd Pharmaceutical Ltd,Bamberg,Germany,49.8917,10.8917,Pharmacy,Institution,Asparathasone Unipan,Antibiotics,30.0,153,4590.0,June,2017,Steve Pepple,Tracy Banks,Bravo,Medias,Bajo,0
Erdman  ,"Haag, Bradtke and Terry ",Osterholz-Scharmbeck,Germany,53.2269,8.7947,Pharmacy,Institution,Dantocept Ferurenone,Antiseptics,10.0,307,3070.0,June,2017,Alan Ray,James Goodwill,Alfa,Medias,Bajo,0
Gerlach LLC ,"Herman, Rice and Rippin Pharm",Annaberg-Buchholz,Germany,50.58,13.0022,Pharmacy,Institution,Alisteride Pemidizem,Antiseptics,40.0,35,1400.0,June,2017,Erica Jones,James Goodwill,Alfa,Medias,Bajo,0
Welch-Langworth ,"Wintheiser, Breitenberg and Gottlieb ",Bünde,Germany,52.2,8.6,Hospital,Private,Biotasol Siloderm,Antiseptics,48.0,373,17904.0,June,2017,Abigail Thompson,Tracy Banks,Bravo,Altas,Alto,0
Gerlach LLC ,Kuhic LLC ,Schleswig,Germany,54.5153,9.5697,Pharmacy,Retail,Alisteride Pemidizem,Antiseptics,,35,35.0,June,2017,Jessica Smith,Britanny Bold,Delta,Bajas,Bajo,0
Crist Inc ,Osinski-Botsford Pharm,Meerbusch,Germany,51.2667,6.6667,Pharmacy,Retail,Aprerase,Antipiretics,160.0,726,116160.0,June,2017,Jimmy Grey,Alisha Cordwell,Charlie,Altas,Alto,1
Koss   ,Skiles-McKenzie Pharmacy,Dreieich,Germany,50.0189,8.6961,Hospital,Government,Betanem,Analgesics,50.0,611,30550.0,June,2017,Jimmy Grey,,Charlie,Altas,Alto,0
Gerlach LLC ,Dach PLC ,Deggendorf,Germany,48.8353,12.9644,Hospital,Private,Sucprine Specbalamin,Antiseptics,3.0,182,546.0,June,2017,Sheila Stones,,Delta,Bajas,Bajo,0
Gerlach LLC ,"Roob, Ernser and Kub Pharmacy",Göttingen,Germany,51.5339,9.9356,Pharmacy,Retail,Abobozolid,Antimalarial,50.0,75,3750.0,June,2017,Jessica Smith,Britanny Bold,Delta,Medias,Bajo,0
Koss   ,"Blanda, Stehr and Gleason Pharma Plc",Starnberg,Germany,47.9972,11.3406,Hospital,Private,Lioletine Refliruvax,Analgesics,3.0,435,1305.0,June,2017,Daniel Gates,Alisha Cordwell,Charlie,Medias,Bajo,0
Gerlach LLC ,"Kirlin, Hamill and Dickinson Pharma Plc",Weißenburg,Germany,49.0306,10.9719,Pharmacy,Retail,Travoloride,Antiseptics,5.0,785,3925.0,June,2017,Stella Given,Alisha Cordwell,Charlie,Medias,Bajo,0
Gerlach LLC ,Koss-Beier Pharmaceutical Limited,Rastatt,Germany,48.8572,8.2031,Pharmacy,Institution,Hepavice,Mood Stabilizers,10.0,140,,June,2017,Jimmy Grey,Alisha Cordwell,Charlie,Medias,Bajo,0
Kozey-Emmerich ,Kertzmann-Ward Pharmaceutical Limited,Goslar,Germany,51.906,10.4292,Pharmacy,Retail,Dexmebital Acanplan,Analgesics,96.0,170,16320.0,June,2017,Jimmy Grey,Alisha Cordwell,Charlie,Altas,Alto,0
Koss   ,Schaefer-Rolfson Pharmacy,Germersheim,Germany,49.2167,8.3667,Pharmacy,Institution,Cricane Acamsumab,Antiseptics,10.0,22,220.0,June,2017,Anne Wu,Britanny Bold,Delta,Bajas,Bajo,0
Gerlach LLC ,Koss-Beier Pharmacy,Roth,Germany,49.2461,11.0911,Hospital,Government,Abranatal Lysoprosate,Antiseptics,200.0,681,136200.0,June,2017,Thompson Crawford,James Goodwill,Alfa,Altas,Alto,1
Gerlach LLC ,Gerlach LLC Pharma Plc,Torgau,Germany,51.5603,13.0056,Hospital,Private,Malavirine Alimdine,Mood Stabilizers,6.0,767,4602.0,June,2017,Alan Ray,James Goodwill,Alfa,Medias,Bajo,0
Daugherty-Rempel  ,Heller-Abernathy Pharmaceutical Limited,Siegburg,Germany,50.8014,7.2044,Hospital,Private,Kinenadryl,Antipiretics,10.0,782,7820.0,June,2017,,Britanny Bold,Delta,Altas,Alto,0
Gerlach LLC ,"Roob, Ernser and Kub Pharmaceutical Ltd",Oer-Erkenschwick,Germany,51.6422,7.2508,Hospital,Government,Doxivorin,Antimalarial,10.0,516,5160.0,June,2017,Steve Pepple,Tracy Banks,Bravo,Altas,Bajo,0
Gerlach LLC ,"Herman, Rice and Rippin Pharmaceutical Limited",Schorndorf,Germany,48.8,9.5333,Pharmacy,Institution,Androporin,Antiseptics,,659,6590.0,June,2017,Alan Ray,James Goodwill,Alfa,Altas,Alto,0
Crist Inc ,Kihn Group Pharmaceutical Limited,Norderstedt,Germany,53.7064,10.0103,Hospital,Government,Amamadin,Antimalarial,60.0,713,42780.0,June,2017,Sheila Stones,Britanny Bold,Delta,Altas,Alto,1
Crist Inc ,Herman-Koss Pharmaceutical Ltd,Gifhorn,Germany,52.4886,10.5464,Hospital,Private,Presetron,Mood Stabilizers,2.0,216,432.0,June,2017,Sheila Stones,Britanny Bold,Delta,Bajas,Bajo,0
Koss   ,Walsh-Brown Pharmaceutical Ltd,Bernburg,Germany,51.8,11.7333,Hospital,Private,Exotropin Empizine,Mood Stabilizers,20.0,785,15700.0,June,2017,Alan Ray,James Goodwill,Alfa,Altas,Alto,0
Gerlach LLC ,Fahey-Flatley Pharmaceutical Ltd,Uelzen,Germany,52.9647,10.5658,Hospital,Government,Syntheruvax Proracin,Antimalarial,10.0,86,860.0,June,2017,Steve Pepple,Tracy Banks,Bravo,Bajas,Bajo,0
Koss   ,Heidenreich Group Pharm,Mannheim,Germany,49.4878,8.4661,Hospital,Government,Aggrakine,Antiseptics,,47,470.0,June,2017,Abigail Thompson,,Bravo,Bajas,Bajo,0
Romaguera-Fay  ,Vandervort LLC Pharmaceutical Ltd,Rottweil,Germany,48.1681,8.6247,Hospital,Private,Formolovir Amanferon,Analgesics,6400.0,191,1222400.0,June,2017,Sheila Stones,Britanny Bold,Delta,Altas,Alto,1
Koss   ,Mann-Waelchi Pharma Plc,Ulm,Germany,48.3984,9.9916,Hospital,Private,Ranediol,Antibiotics,144.0,401,57744.0,June,2017,Stella Given,Alisha Cordwell,Charlie,Altas,Alto,1
Erdman  ,Koss Ltd Pharmaceutical Ltd,Löhne,Germany,52.2,8.7,Pharmacy,Retail,Paronium Atracustone,Analgesics,384.0,414,158976.0,June,2017,Stella Given,Alisha Cordwell,Charlie,Altas,Alto,1
Gerlach LLC ,Kohler-Bednar Pharmaceutical Ltd,Lübeck,Germany,53.8697,10.6864,Hospital,Government,Insozyme,Antiseptics,10.0,655,6550.0,June,2017,Jimmy Grey,Alisha Cordwell,Charlie,Altas,Alto,0
Koss   ,Pfeffer-Hodkiewicz ,Nordenham,Germany,53.5,8.4667,Hospital,Private,Magnemunex,Antiseptics,40.0,689,27560.0,June,2017,Sheila Stones,Britanny Bold,Delta,Altas,Alto,0
Erdman  ,Boyer and Sons Pharmaceutical Ltd,Arnstadt,Germany,50.8342,10.9464,Hospital,Private,Interzide,Antimalarial,100.0,420,42000.0,June,2017,Alan Ray,James Goodwill,Alfa,Altas,Alto,1
Gerlach LLC ,Cummings LLC Pharmaceutical Ltd,Sundern,Germany,51.3167,8.0,Pharmacy,Retail,Antilamin Clinbital,Antibiotics,15.0,664,9960.0,June,2017,Steve Pepple,Tracy Banks,Bravo,Altas,Alto,0
Gerlach LLC ,Barton Ltd Pharm,Rendsburg,Germany,54.3044,9.6644,Pharmacy,Institution,Quiniprosyn,Antiseptics,20.0,445,8900.0,June,2017,Daniel Gates,Alisha Cordwell,Charlie,Altas,Alto,0
Koss   ,"Wuckert, Kreiger and Howell Pharma Plc",Lippstadt,Germany,51.6667,8.35,Hospital,Government,Novakyn Tracprox,Antiseptics,20.0,288,5760.0,June,2017,Erica Jones,James Goodwill,Alfa,Altas,Bajo,0
Welch-Langworth ,Nader-Borer Pharm,Kerpen,Germany,50.8719,6.6961,Hospital,Private,Interzide,Antimalarial,217.0,420,91140.0,June,2017,Alan Ray,James Goodwill,Alfa,Altas,Alto,1
Gerlach LLC ,Lockman-Welch ,Kiel,Germany,54.3233,10.1394,Hospital,Government,Epzipitant,Analgesics,2.0,778,1556.0,June,2017,Steve Pepple,Tracy Banks,Bravo,Medias,Bajo,0
Gerlach LLC ,Fahey-Prosacco Pharmaceutical Limited,Einbeck,Germany,51.8167,9.8667,Pharmacy,Retail,Adalatamine,Antiseptics,40.0,794,,June,2017,Mary Gerrard,Britanny Bold,Delta,Altas,Alto,0
Schaefer LLC ,"Brakus, Rempel and Harber Pharm",Winnenden,Germany,48.8764,9.3978,Hospital,Private,Acycpex,Mood Stabilizers,20.0,510,10200.0,June,2017,Mary Gerrard,Britanny Bold,Delta,Altas,Alto,0
Gerlach LLC ,Gottlieb-Koss Pharmacy,Sangerhausen,Germany,51.4667,11.3,Hospital,Private,Abobozolid,Antimalarial,50.0,75,3750.0,June,2017,Alan Ray,James Goodwill,Alfa,Medias,Bajo,0
Erdman  ,Cremin-Zemlak Pharmaceutical Limited,Cottbus,Germany,51.7606,14.3342,Pharmacy,Institution,Testant,Mood Stabilizers,5.0,488,2440.0,June,2017,Jessica Smith,Britanny Bold,Delta,Medias,Bajo,0
Gerlach LLC ,West Group Pharm,Langenfeld,Germany,51.1167,6.95,Pharmacy,Institution,Rositroban,Mood Stabilizers,180.0,481,86580.0,June,2017,Stella Given,Alisha Cordwell,Charlie,Altas,Alto,1
Rohan and Sons  ,Fritsch-Hauck Pharm,Fürstenwalde,Germany,52.3667,14.0667,Hospital,Government,Tetalamide,Antibiotics,60.0,430,,June,2017,Abigail Thompson,Tracy Banks,Bravo,Altas,Alto,0
Daugherty-Rempel  ,"Buckridge, Dach and Carroll ",Friedrichshafen,Germany,47.6542,9.4792,Pharmacy,Retail,Hepavice,Mood Stabilizers,40.0,140,5600.0,June,2017,Mary Gerrard,Britanny Bold,Delta,Altas,Bajo,0
Gerlach LLC ,Cartwright-Fay Pharmaceutical Ltd,Wangen im Allgäu,Germany,47.6858,9.8342,Pharmacy,Retail,Aldevac,Analgesics,10.0,26,260.0,June,2017,Alan Ray,James Goodwill,Alfa,Bajas,Bajo,0
Koss   ,McDermott Inc Pharmacy,Frankenthal,Germany,49.5333,8.35,Hospital,Private,Angioparin Brimosumab,Mood Stabilizers,,682,2046.0,June,2017,Daniel Gates,Alisha Cordwell,Charlie,Medias,Bajo,0
Gerlach LLC ,"Brakus, Rempel and Harber Pharmacy",Fulda,Germany,50.5528,9.6775,Hospital,Private,Dantolac Pazocor,Analgesics,10.0,578,5780.0,June,2017,Jessica Smith,Britanny Bold,Delta,Altas,Bajo,0
Gerlach LLC ,Rohan Inc Pharmaceutical Limited,Amberg,Germany,49.4444,11.8483,Pharmacy,Retail,Ibrulinum,Antipiretics,-2.0,190,-380.0,June,2017,Alan Ray,James Goodwill,Alfa,,Bajo,0
Gerlach LLC ,"Harris, Daugherty and Okuneva Pharmaceutical Limited",Meißen,Germany,51.1636,,Hospital,Government,Relenvice,Antimalarial,45.0,459,20655.0,June,2017,Morris Garcia,,Bravo,Altas,Alto,0
Erdman  ,Schuppe Inc ,Bensheim,Germany,49.6811,8.6228,Pharmacy,Retail,Ceftatana Serolamide,Antipiretics,110.0,595,65450.0,June,2017,Steve Pepple,Tracy Banks,Bravo,Altas,Alto,1
Kozey-Emmerich ,Botsford and Sons ,Marl,Germany,51.6667,7.1167,Hospital,Private,Betanem,Analgesics,240.0,611,146640.0,June,2017,Daniel Gates,Alisha Cordwell,Charlie,Altas,Alto,1
Koss   ,"Wisozk, Brekke and Bartoletti ",Sonneberg,Germany,50.35,11.1667,Hospital,Government,Pulmogen Alitora,Antiseptics,24.0,647,15528.0,June,2017,Stella Given,Alisha Cordwell,Charlie,Altas,Alto,0
Gerlach LLC ,Jast-Cruickshank Pharmacy,Sankt Ingbert,Germany,49.3,7.1167,Hospital,Government,Lovepion,Antiseptics,2.0,544,1088.0,June,2017,Steve Pepple,Tracy Banks,Bravo,Medias,Bajo,0
Welch-Langworth ,Ondricka-Waters Pharmaceutical Limited,Rinteln,Germany,52.1906,,Hospital,Government,Secrelazine Insonamic,Antipiretics,50.0,694,34700.0,June,2017,Erica Jones,James Goodwill,Alfa,Altas,Alto,0
Gerlach LLC ,Smith Inc Pharm,Luckenwalde,Germany,52.0831,13.1667,Pharmacy,Institution,Xenaminphen,Antimalarial,50.0,195,,June,2017,Stella Given,Alisha Cordwell,Charlie,Altas,Alto,0
Gerlach LLC ,Barrows-Kohler Pharm,Hamburg,Germany,53.55,10.0,Hospital,Private,Acelimus,Analgesics,10.0,746,7460.0,June,2017,Thompson Crawford,James Goodwill,Alfa,Altas,Alto,0
Koss   ,Koss-Beier Pharmacy,Roth,Germany,49.2461,11.0911,Hospital,Government,Exexone,Mood Stabilizers,92.0,239,21988.0,June,2017,Steve Pepple,Tracy Banks,Bravo,Altas,Alto,0
Gerlach LLC ,Crist Inc Pharmaceutical Ltd,Völklingen,Germany,49.25,6.8333,Hospital,Government,Sumanazole,Analgesics,25.0,529,13225.0,June,2017,Erica Jones,James Goodwill,Alfa,Altas,Alto,0
Erdman  ,Turner Ltd Pharmacy,Dortmund,Germany,51.5139,7.4653,Pharmacy,Retail,Ketamara Evogel,Antipiretics,10.0,704,7040.0,June,2017,Sheila Stones,Britanny Bold,Delta,Altas,Alto,0
Erdman  ,Buckridge-Strosin Pharma Plc,Neuruppin,Germany,52.9222,12.8,Hospital,Private,Dexacilin Triline,Analgesics,10.0,129,1290.0,June,2017,Sheila Stones,Britanny Bold,Delta,Medias,Bajo,0
Daugherty-Rempel  ,Schaefer-Rolfson Pharmacy,Germersheim,Germany,49.2167,8.3667,Pharmacy,Institution,Zonitonin,Antiseptics,,518,1036.0,June,2018,Thompson Crawford,James Goodwill,Alfa,Medias,Bajo,0
Gerlach LLC ,"Parisian, Hagenes and Skiles Pharm",Greiz,Germany,50.6547,12.1997,Hospital,Government,Dorzovorin Pentadarone,Antimalarial,10.0,164,1640.0,June,2018,Daniel Gates,Alisha Cordwell,Charlie,Medias,Bajo,0
Gerlach LLC ,Huels-Klein Pharmaceutical Ltd,Helmstedt,Germany,52.2281,11.0106,Pharmacy,Retail,Saprodeine Zanprosyn,Antibiotics,20.0,215,4300.0,June,2018,Steve Pepple,Tracy Banks,Bravo,Medias,Bajo,0
Koss   ,"Schmitt, Berge and Haley Pharmaceutical Ltd",Coburg,Germany,50.2666,10.9666,Pharmacy,Institution,Zarostral,Antipiretics,100.0,141,,June,2018,Steve Pepple,Tracy Banks,Bravo,Altas,Alto,0
Koss   ,"Cormier, Dietrich and Zulauf Pharmacy",Riesa,Germany,51.3081,,Pharmacy,Institution,Dexacilin Triline,Analgesics,30.0,129,3870.0,June,2018,Steve Pepple,Tracy Banks,Bravo,Medias,Bajo,0
Gerlach LLC ,Stehr-Champlin Pharmacy,Eberswalde,Germany,,13.8331,Pharmacy,Retail,Hydroxyprosyn,Antibiotics,10.0,220,2200.0,June,2018,Anne Wu,Britanny Bold,Delta,Medias,Bajo,0
Gerlach LLC ,Kutch-Marks Pharmaceutical Limited,Kreuztal,Germany,50.962,8.0064,Hospital,Private,Halcifergen Nevazone,Antimalarial,2.0,710,1420.0,June,2018,Thompson Crawford,James Goodwill,Alfa,Medias,Bajo,0
Koss   ,Raynor-Graham Pharma Plc,Saarbrücken,Germany,49.2333,7.0,Pharmacy,Institution,Choriogestrel,Antiseptics,20.0,347,6940.0,June,2018,Erica Jones,James Goodwill,Alfa,Altas,Alto,0
Koss   ,"Runolfsson, Swaniawski and Jaskolski Pharmaceutical Limited",Dessau-Roßlau,Germany,51.8333,12.2333,Pharmacy,Institution,Zyvance,Analgesics,38.0,323,12274.0,June,2018,Jimmy Grey,Alisha Cordwell,Charlie,Altas,Alto,0
Kozey-Emmerich ,Yundt-Crona Pharm,Pinneberg,Germany,53.6591,9.8009,Hospital,Government,Afaxacin,Analgesics,100.0,60,6000.0,June,2018,Abigail Thompson,Tracy Banks,Bravo,Altas,Alto,0
Koss   ,Schaefer LLC Pharma Plc,Stendal,Germany,52.6,,Pharmacy,Institution,Topitaine,Mood Stabilizers,56.0,517,28952.0,June,2018,Steve Pepple,Tracy Banks,Bravo,Altas,Alto,0
Gerlach LLC ,Gerlach LLC Pharmacy,Hofheim,Germany,50.0876,8.4447,Pharmacy,Retail,Cortirodine Alimcline,Antipiretics,5.0,128,640.0,June,2018,Jessica Smith,Britanny Bold,Delta,Bajas,Bajo,0
Gerlach LLC ,Reinger Group Pharmaceutical Limited,Schwerin,Germany,53.6333,11.4167,Pharmacy,Institution,Dexmebital Acanplan,Analgesics,4.0,170,680.0,June,2018,Erica Jones,,Alfa,Bajas,Bajo,0
Gerlach LLC ,Reilly Ltd Pharmacy,Sindelfingen,Germany,48.7133,9.0028,Hospital,Private,Topipizole,Mood Stabilizers,2.0,368,736.0,June,2018,Thompson Crawford,James Goodwill,Alfa,Bajas,Bajo,0
Romaguera-Fay  ,Hermiston LLC Pharmaceutical Limited,Gevelsberg,Germany,51.3265,7.3559,Pharmacy,Retail,Apronazol,Antibiotics,2700.0,472,1274400.0,June,2018,Thompson Crawford,James Goodwill,Alfa,Altas,Alto,1
Gerlach LLC ,Purdy Ltd ,Erkelenz,Germany,51.08,6.3156,Pharmacy,Retail,Dexmebital Acanplan,Analgesics,50.0,170,8500.0,June,2018,Stella Given,Alisha Cordwell,Charlie,Altas,Alto,0
Daugherty-Rempel  ,Ondricka-Waters Pharmaceutical Ltd,Bad Oeynhausen,Germany,52.2,8.8,Pharmacy,Institution,Acycnafine Microvate,Mood Stabilizers,5.0,658,3290.0,June,2018,Erica Jones,,Alfa,Medias,Bajo,0
Koss   ,Mante-Grady Pharma Plc,Sonthofen,Germany,47.5142,10.2817,Hospital,Private,Apronazol,Antibiotics,50.0,472,23600.0,June,2018,Erica Jones,James Goodwill,Alfa,Altas,Alto,0
Erdman  ,"Denesik, Walter and Beatty ",Nordhorn,Germany,52.4333,7.0667,Pharmacy,Institution,Diprotaine,Antiseptics,2.0,318,636.0,June,2018,Thompson Crawford,James Goodwill,Alfa,Bajas,Bajo,0
Daugherty-Rempel  ,Rohan Inc Pharmaceutical Limited,Amberg,Germany,49.4444,11.8483,Pharmacy,Retail,Lansopril Acribax,Antipiretics,,492,1476.0,June,2018,Stella Given,Alisha Cordwell,Charlie,Medias,Bajo,0
Koss   ,Fahey-Prosacco Pharmaceutical Limited,Einbeck,Germany,51.8167,9.8667,Pharmacy,Retail,Temasone Thiobucil,Antimalarial,20.0,482,9640.0,June,2018,Daniel Gates,Alisha Cordwell,Charlie,Altas,Alto,0
Gerlach LLC ,"Paucek, Keeling and Bruen Pharma Plc",Sankt Wendel,Germany,49.4667,,Hospital,Government,Dexmeprazole Transnuvia,Mood Stabilizers,1.0,180,180.0,June,2018,Morris Garcia,Tracy Banks,Bravo,Bajas,Bajo,0
Gerlach LLC ,McCullough LLC Pharmaceutical Limited,Nuremberg,Germany,49.4528,11.0778,Pharmacy,Retail,Albudazole Erobloc,Antiseptics,10.0,563,5630.0,June,2018,Erica Jones,James Goodwill,Alfa,Altas,Bajo,0
Daugherty-Rempel  ,Upton PLC Pharma Plc,Munich,Germany,48.1372,11.5755,Hospital,Government,Zonitonin,Antiseptics,144.0,518,74592.0,June,2018,Steve Pepple,Tracy Banks,Bravo,Altas,Alto,1
Erdman  ,Corkery-Kovacek Pharm,Kehl,Germany,,7.8089,Hospital,Private,Acubulin,Antipiretics,128.0,490,62720.0,June,2018,Abigail Thompson,Tracy Banks,Bravo,Altas,Alto,1
Gerlach LLC ,Veum and Sons Pharmaceutical Limited,Landsberg,Germany,48.0528,10.8689,Pharmacy,Institution,Morphizolid Tianalin,Mood Stabilizers,40.0,742,29680.0,June,2018,Abigail Thompson,Tracy Banks,Bravo,Altas,Alto,0
Gerlach LLC ,Osinski-Botsford Pharmacy,Wiesloch,Germany,49.2942,8.6983,Hospital,Government,Ganineva Agenium,Antiseptics,60.0,390,23400.0,June,2018,Erica Jones,James Goodwill,Alfa,Altas,Alto,0
Erdman  ,"Erdman, Senger and Oberbrunner Pharmacy",Straubing,Germany,48.8772,12.5758,Pharmacy,Retail,Halcifergen Nevazone,Antimalarial,90.0,710,63900.0,June,2018,Abigail Thompson,Tracy Banks,Bravo,Altas,Alto,1
Welch-Langworth ,"Sanford, Franecki and Greenholt Pharmaceutical Ltd",Rheine,Germany,52.2833,7.4333,Pharmacy,Institution,Alarudin Azarolac,Mood Stabilizers,,567,2835.0,June,2018,Stella Given,Alisha Cordwell,Charlie,Medias,Bajo,0
Gerlach LLC ,Funk PLC Pharma Plc,Rietberg,Germany,51.8,8.4333,Pharmacy,Institution,Dantocept Ferurenone,Antiseptics,6.0,307,1842.0,June,2018,Abigail Thompson,Tracy Banks,Bravo,Medias,Bajo,0
Koss   ,Sauer-Herzog Pharmaceutical Limited,Bochum,Germany,51.4833,7.2167,Pharmacy,Retail,Proderal,Antiseptics,10.0,34,340.0,June,2018,Thompson Crawford,James Goodwill,Alfa,Bajas,Bajo,0
Welch-Langworth ,Quigley-Heathcote Pharm,Witten,Germany,51.4333,7.3333,Hospital,Private,Abatatriptan,Antibiotics,100.0,742,74200.0,June,2018,Daniel Gates,Alisha Cordwell,Charlie,Altas,Alto,1
Gerlach LLC ,Dach Ltd Pharm,Saarlouis,Germany,49.3167,6.75,Pharmacy,Retail,Relenvice,Antimalarial,40.0,459,18360.0,June,2018,Stella Given,Alisha Cordwell,Charlie,Altas,Alto,0
Gerlach LLC ,Stehr-Champlin Pharmacy,Eberswalde,Germany,52.8331,13.8331,Pharmacy,Retail,Adriacaine,Mood Stabilizers,40.0,361,14440.0,June,2018,Sheila Stones,Britanny Bold,Delta,Altas,Alto,0
Gerlach LLC ,Dach Ltd Pharma Plc,Karlsruhe,Germany,49.0167,8.4,Hospital,Private,Ibruferon,Antiseptics,100.0,82,8200.0,June,2018,Sheila Stones,Britanny Bold,Delta,Altas,Alto,0
Gerlach LLC ,"Reynolds, Jast and Mante Pharm",Elmshorn,Germany,53.7547,9.6536,Hospital,Government,Proprabax,Analgesics,10.0,64,640.0,June,2018,Erica Jones,James Goodwill,Alfa,Bajas,Bajo,0
Gerlach LLC ,Raynor LLC Pharmaceutical Limited,Strausberg,Germany,52.5808,13.8814,Pharmacy,Retail,Alemtuvatol Megalinum,Analgesics,120.0,682,81840.0,June,2018,Stella Given,Alisha Cordwell,Charlie,Altas,Alto,1
Koss   ,Hermiston and Sons Pharmacy,Plauen,Germany,50.495,12.1383,Pharmacy,Institution,Dorzovorin Pentadarone,Antimalarial,50.0,164,,June,2018,Anne Wu,,Delta,Altas,Alto,0
Koss   ,"Schinner, Gaylord and Treutel Pharmacy",Hamm,Germany,51.6667,7.8167,Pharmacy,Retail,Thionide,Analgesics,56.0,113,6328.0,June,2018,Alan Ray,James Goodwill,Alfa,Altas,Alto,0
Gerlach LLC ,Mante-Grady Pharmaceutical Ltd,Laatzen,Germany,52.3077,9.8133,Pharmacy,Institution,Ultrimax Ultriset,Antiseptics,120.0,269,,June,2018,Sheila Stones,Britanny Bold,Delta,Altas,Alto,0
