Distributor,Customer Name,City,Country,Latitude,Longitude,Channel,Sub-channel,Product Name,Product Class,Quantity,Price,Sales,Month,Year,Name of Sales Rep,Manager,Sales Team,Sales_Level
Koss   ,Cummings LLC Pharmaceutical Ltd,Sundern,Germany,51.3167,8.0,Pharmacy,Retail,Proprabax,Analgesics,10.0,64,640.0,April,2019,Erica Jones,James Goodwill,Alfa,Low
Gerlach LLC ,Daugherty-Rempel Pharmaceutical Limited,Sigmaringen,Germany,48.0867,9.2164,Hospital,Private,Alisteride Pemidizem,Antiseptics,10.0,35,350.0,April,2019,Daniel Gates,Alisha Cordwell,Charlie,Low
Koss   ,Lemke Ltd Pharma Plc,Leverkusen,Germany,51.0333,6.9833,Pharmacy,Retail,Zonitonin,Antiseptics,20.0,518,10360.0,April,2019,Thompson Crawford,James Goodwill,Alfa,Medium
Koss   ,Fritsch LLC Pharmaceutical Ltd,Mülheim,Germany,51.4283,6.8789,Hospital,Government,Effigine Propraprex,Antimalarial,100.0,377,37700.0,April,2019,Morris Garcia,Tracy Banks,Bravo,High
Gerlach LLC ,Pfeffer-Hodkiewicz ,Nordenham,Germany,53.5,8.4667,Hospital,Private,Lovavatol Azelavarix,Mood Stabilizers,20.0,106,2120.0,April,2019,Daniel Gates,Alisha Cordwell,Charlie,Low
Koss   ,Kozey-Emmerich Pharmacy,Marktoberdorf,Germany,47.7667,10.6167,Hospital,Private,Lansostral Acgestin,Antiseptics,63.0,627,39501.0,April,2019,Daniel Gates,Alisha Cordwell,Charlie,High
Erdman  ,Koch-Osinski Pharmacy,Hamminkeln,Germany,51.7319,6.5908,Pharmacy,Retail,Dantolac Pazocor,Analgesics,320.0,578,184960.0,April,2019,Abigail Thompson,Tracy Banks,Bravo,High
Gerlach LLC ,"Blick, Pacocha and Schowalter Pharmacy",Würzburg,Germany,49.7944,9.9294,Hospital,Government,Diazemid Felcept,Analgesics,10.0,613,6130.0,April,2019,Steve Pepple,Tracy Banks,Bravo,Low
Gerlach LLC ,Lesch PLC Pharma Plc,Königs Wusterhausen,Germany,52.2917,13.625,Pharmacy,Retail,Thalilamide,Antibiotics,10.0,615,6150.0,April,2019,Jimmy Grey,Alisha Cordwell,Charlie,Low
Koss   ,Murray PLC Pharma Plc,Reinbek,Germany,53.5089,10.2483,Hospital,Private,Factolamide,Antiseptics,10.0,345,3450.0,April,2019,Stella Given,Alisha Cordwell,Charlie,Low
Erdman  ,"Hills, Stroman and Ernser Pharmaceutical Ltd",Zittau,Germany,50.8961,14.8072,Pharmacy,Institution,Acantaine,Antibiotics,12.0,66,792.0,April,2019,Abigail Thompson,Tracy Banks,Bravo,Low
Koss   ,Pfeffer-Kirlin Pharmaceutical Limited,Selm,Germany,51.6833,7.4833,Hospital,Private,Formolovir Amanferon,Analgesics,20.0,191,3820.0,April,2019,Mary Gerrard,Britanny Bold,Delta,Low
Koss   ,Okuneva-Corkery Pharma Plc,Bornheim,Germany,50.7592,7.005,Pharmacy,Retail,Alarudin Azarolac,Mood Stabilizers,30.0,567,17010.0,April,2019,Jimmy Grey,Alisha Cordwell,Charlie,Medium
Gerlach LLC ,Buckridge-Davis Pharmaceutical Limited,Forchheim,Germany,49.7197,11.0581,Hospital,Private,Diazemid Felcept,Analgesics,300.0,613,183900.0,April,2019,Stella Given,Alisha Cordwell,Charlie,High
Koss   ,Fahey-Flatley Pharmaceutical Ltd,Uelzen,Germany,52.9647,10.5658,Hospital,Government,Raparidol,Mood Stabilizers,20.0,187,3740.0,April,2019,Anne Wu,Britanny Bold,Delta,Low
Gerlach LLC ,Gibson-Hill Pharmaceutical Limited,Friedberg,Germany,50.3353,9.745355555555555,Pharmacy,Institution,Atrabicin Alkerotec,Antiseptics,3.0,249,747.0,April,2020,Thompson Crawford,James Goodwill,Alfa,Low
Kozey-Emmerich ,Emard-O'Connell Pharmaceutical Ltd,Kevelaer,Germany,51.5833,6.25,Pharmacy,Retail,Dantocept Ferurenone,Antiseptics,1000.0,307,307000.0,April,2020,Alan Ray,James Goodwill,Alfa,High
Gerlach LLC ,Abernathy Group Pharmacy,Melle,Germany,52.2031,8.3361,Pharmacy,Retail,Alglutriptan,Analgesics,100.0,301,30100.0,April,2020,Stella Given,Alisha Cordwell,Charlie,High
Erdman  ,Kozey-Schroeder Pharm,Heiligenhaus,Germany,51.3265,6.971,Hospital,Private,Secrelazine Insonamic,Antipiretics,200.0,694,138800.0,April,2020,Thompson Crawford,James Goodwill,Alfa,High
Koss   ,"Wunsch, Mills and Walter Pharmaceutical Limited",Münster,Germany,51.9625,7.6256,Pharmacy,Retail,Halcifergen Nevazone,Antimalarial,20.0,710,14200.0,April,2020,Morris Garcia,Tracy Banks,Bravo,Medium
Gerlach LLC ,"Wisozk, Brekke and Bartoletti ",Sonneberg,Germany,50.35,11.1667,Hospital,Government,Thalilamide,Antibiotics,30.0,615,18450.0,April,2020,Morris Garcia,Tracy Banks,Bravo,Medium
Koss   ,Mraz Group Pharma Plc,Hohen Neuendorf,Germany,52.6667,13.2831,Hospital,Private,Interfedox Pilobamol,Antiseptics,100.0,41,4100.0,April,2020,Jimmy Grey,Alisha Cordwell,Charlie,Low
Erdman  ,Steuber Ltd Pharm,Gera,Germany,50.8782,12.0824,Hospital,Government,Trazozaprine,Mood Stabilizers,500.0,708,354000.0,April,2020,Abigail Thompson,Tracy Banks,Bravo,High
Gerlach LLC ,Gerlach LLC Pharmacy,Hofheim,Germany,50.0876,8.4447,Pharmacy,Retail,Ibrulinum,Antipiretics,100.0,190,19000.0,April,2020,Mary Gerrard,Britanny Bold,Delta,Medium
Gerlach LLC ,"Gleichner, Bahringer and Morar Pharmaceutical Limited",Freising,Germany,48.4028,11.7489,Pharmacy,Institution,Atrabicin Alkerotec,Antiseptics,5.0,249,1245.0,April,2020,Mary Gerrard,Britanny Bold,Delta,Low
Koss   ,Steuber Ltd Pharmaceutical Limited,Ennepetal,Germany,51.3021,7.3425,Pharmacy,Institution,Symbisine Prednimadin,Mood Stabilizers,6.0,304,1824.0,April,2020,Jessica Smith,Britanny Bold,Delta,Low
Gerlach LLC ,Feest PLC Pharmaceutical Limited,Göppingen,Germany,48.7025,9.6528,Pharmacy,Institution,Symbitrim,Analgesics,30.0,536,16080.0,April,2020,Jimmy Grey,Alisha Cordwell,Charlie,Medium
Gerlach LLC ,"Cormier, Dietrich and Zulauf Pharmacy",Riesa,Germany,51.3081,13.2939,Pharmacy,Institution,Enzastryl,Antiseptics,10.0,26,260.0,April,2020,Thompson Crawford,James Goodwill,Alfa,Low
Gerlach LLC ,Marquardt PLC Pharmaceutical Ltd,Offenburg,Germany,48.4708,7.9408,Hospital,Government,Amamadin,Antimalarial,50.0,713,35650.0,April,2020,Alan Ray,James Goodwill,Alfa,High
Gerlach LLC ,"McClure, Zemlak and Dibbert Pharmacy",Beckum,Germany,51.7558,8.0408,Hospital,Private,Travoloride,Antiseptics,3.0,785,2355.0,April,2020,Daniel Gates,Alisha Cordwell,Charlie,Low
Koss   ,Daugherty-Rempel Pharm,Neu Isenburg,Germany,50.0558,8.6971,Hospital,Private,Dorzovorin Pentadarone,Antimalarial,10.0,164,1640.0,April,2020,Steve Pepple,Tracy Banks,Bravo,Low
Koss   ,"Herman, Rice and Rippin Pharmaceutical Limited",Schorndorf,Germany,48.8,9.5333,Pharmacy,Institution,Symbisine Prednimadin,Mood Stabilizers,20.0,304,6080.0,April,2020,Jimmy Grey,Alisha Cordwell,Charlie,Low
Erdman  ,"Torphy, Pfeffer and Jakubowski Pharmaceutical Ltd",Leipzig,Germany,51.35,12.3833,Pharmacy,Retail,Araxetine,Antibiotics,10.0,450,4500.0,April,2020,Erica Jones,James Goodwill,Alfa,Low
Erdman  ,Abernathy Group Pharmacy,Melle,Germany,52.2031,8.3361,Pharmacy,Retail,Proderal,Antiseptics,20.0,34,680.0,April,2020,Steve Pepple,Tracy Banks,Bravo,Low
Gerlach LLC ,Mante-Grady Pharmaceutical Ltd,Laatzen,Germany,52.3077,9.8133,Pharmacy,Institution,Atrabicin Alkerotec,Antiseptics,10.0,249,2490.0,April,2020,Mary Gerrard,Britanny Bold,Delta,Low
Erdman  ,"Pfannerstill, Upton and Balistreri Pharmacy",Dillingen,Germany,48.5667,10.4667,Hospital,Government,Antaparin Varizyme,Mood Stabilizers,10.0,513,5130.0,April,2020,Jessica Smith,Britanny Bold,Delta,Low
Erdman  ,"Daniel, Baumbach and Nitzsche ",Steinheim am Main,Germany,50.1257,8.83,Hospital,Private,Primatate Univatol,Mood Stabilizers,228.0,172,39216.0,April,2020,Steve Pepple,Tracy Banks,Bravo,High
Koss   ,"Kshlerin, Ryan and Leuschke Pharm",Rostock,Germany,54.0833,12.1333,Hospital,Private,Claripenem,Antibiotics,10.0,448,4480.0,April,2020,Sheila Stones,Britanny Bold,Delta,Low
Gerlach LLC ,Leuschke PLC Pharm,Gaggenau,Germany,48.8039,8.3194,Hospital,Government,Benzoprox,Antiseptics,3.0,284,852.0,April,2020,Alan Ray,James Goodwill,Alfa,Low
Koss   ,Smith Inc Pharmacy,Kirchheim unter Teck,Germany,48.6483,9.4511,Pharmacy,Institution,Afinitasol,Antipiretics,420.0,286,120120.0,April,2020,Morris Garcia,Tracy Banks,Bravo,High
Gerlach LLC ,Kutch-Marks Pharma Plc,Koblenz,Germany,50.3597,7.5978,Hospital,Government,Dantolac Pazocor,Analgesics,20.0,578,11560.0,April,2020,Sheila Stones,Britanny Bold,Delta,Medium
Erdman  ,Rowe PLC Pharm,Verl,Germany,51.8831,8.5167,Pharmacy,Retail,Oxymotroban Fexoformin,Analgesics,50.0,458,22900.0,April,2020,Alan Ray,James Goodwill,Alfa,Medium
Gerlach LLC ,"Wunsch, Mills and Walter Pharmaceutical Limited",Münster,Germany,51.9625,7.6256,Pharmacy,Retail,Zarostral,Antipiretics,30.0,141,4230.0,April,2020,Erica Jones,James Goodwill,Alfa,Low
Gerlach LLC ,"Koelpin, Luettgen and Abernathy Pharmaceutical Ltd",Mörfelden-Walldorf,Germany,49.9896,8.5661,Hospital,Private,Malaxolol Aeroprosyn,Antiseptics,7.0,502,3514.0,April,2020,Mary Gerrard,Britanny Bold,Delta,Low
Erdman  ,"Beahan, Littel and Ondricka Pharma Plc",Salzwedel,Germany,52.85,11.15,Hospital,Government,Ranediol,Antibiotics,20.0,401,8020.0,April,2020,Alan Ray,James Goodwill,Alfa,Medium
Gerlach LLC ,"Armstrong, Medhurst and Bogisich Pharmacy",Lehrte,Germany,52.3725,9.9769,Hospital,Government,Abobozolid,Antimalarial,1.0,75,75.0,April,2020,Steve Pepple,Tracy Banks,Bravo,Low
Erdman  ,"Zieme, Doyle and Kunze Pharmacy",Tuttlingen,Germany,47.985,8.8233,Pharmacy,Retail,Antaparin Varizyme,Mood Stabilizers,2.0,513,1026.0,April,2020,Thompson Crawford,James Goodwill,Alfa,Low
Gerlach LLC ,Jacobs-Jones Pharmaceutical Ltd,Flensburg,Germany,54.7819,9.4367,Pharmacy,Institution,Malaxolol Aeroprosyn,Antiseptics,20.0,502,10040.0,April,2020,Anne Wu,Britanny Bold,Delta,Medium
Koss   ,Fahey-Prosacco Pharmacy,Jena,Germany,50.9272,11.5864,Hospital,Government,Benzoprox,Antiseptics,180.0,284,51120.0,April,2020,Mary Gerrard,Britanny Bold,Delta,High
Gerlach LLC ,Okuneva-Corkery Pharma Plc,Bornheim,Germany,50.7592,7.005,Pharmacy,Retail,Alemtuvatol Megalinum,Analgesics,20.0,682,13640.0,April,2020,Daniel Gates,Alisha Cordwell,Charlie,Medium
Gerlach LLC ,Leffler-Russel Pharmaceutical Ltd,Lingen,Germany,52.5233,7.3172,Pharmacy,Retail,Metapatch,Antipiretics,50.0,438,21900.0,April,2020,Alan Ray,James Goodwill,Alfa,Medium
Gerlach LLC ,Watsica-Kovacek Pharmaceutical Ltd,Leimen,Germany,49.3481,8.6911,Pharmacy,Institution,Malaxolol Aeroprosyn,Antiseptics,6.0,502,3012.0,April,2020,Abigail Thompson,Tracy Banks,Bravo,Low
Koss   ,Reinger Group Pharmaceutical Limited,Schwerin,Germany,53.6333,11.4167,Pharmacy,Institution,Feruprazole,Mood Stabilizers,1000.0,115,115000.0,April,2020,Jessica Smith,Britanny Bold,Delta,High
Gerlach LLC ,Kris LLC Pharmaceutical Ltd,Lichtenfels,Germany,50.1333,11.0333,Hospital,Private,Acubulin,Antipiretics,60.0,490,29400.0,April,2020,Abigail Thompson,Tracy Banks,Bravo,High
Erdman  ,Koch-Osinski Pharmaceutical Ltd,Sankt Augustin,Germany,50.77,7.1867,Hospital,Private,Feruprazole,Mood Stabilizers,216.0,115,24840.0,April,2020,Sheila Stones,Britanny Bold,Delta,High
Erdman  ,"Blanda, Stehr and Gleason Pharmaceutical Ltd",Kamen,Germany,51.5917,7.6653,Pharmacy,Institution,Atomorelin,Analgesics,5.0,555,2775.0,April,2020,Anne Wu,Britanny Bold,Delta,Low
Gerlach LLC ,Veum and Sons Pharmaceutical Limited,Landsberg,Germany,48.0528,10.8689,Pharmacy,Institution,Allomenda,Antipiretics,12.0,487,5844.0,April,2020,Morris Garcia,Tracy Banks,Bravo,Low
Koss   ,"Johns, Mueller and Nitzsche ",Magdeburg,Germany,52.1278,11.6292,Hospital,Government,Magnemunex,Antiseptics,24.0,689,16536.0,April,2020,Jimmy Grey,Alisha Cordwell,Charlie,Medium
Gerlach LLC ,Homenick-Larson Pharmaceutical Ltd,Bergkamen,Germany,51.6167,7.6333,Hospital,Government,Liomulin,Mood Stabilizers,5.0,490,2450.0,April,2020,Mary Gerrard,Britanny Bold,Delta,Low
Koss   ,Jakubowski Inc Pharma Plc,Tönisvorst,Germany,51.3208,6.4931,Hospital,Government,Trazozaprine,Mood Stabilizers,30.0,708,21240.0,April,2020,Daniel Gates,Alisha Cordwell,Charlie,Medium
Gerlach LLC ,Beier PLC ,Heidelberg,Germany,49.4122,8.71,Pharmacy,Retail,Sevotrana Tiafoxin,Analgesics,24.0,460,11040.0,April,2020,Erica Jones,James Goodwill,Alfa,Medium
Gerlach LLC ,McKenzie-Zemlak Pharm,Rheinbach,Germany,50.6256,6.9491,Pharmacy,Institution,Symdocet,Antipiretics,20.0,470,9400.0,April,2020,Steve Pepple,Tracy Banks,Bravo,Medium
Gerlach LLC ,Kris LLC Pharm,Zeitz,Germany,51.0478,12.1383,Pharmacy,Institution,Travosoline Capolac,Antipiretics,3.0,610,1830.0,April,2020,Jessica Smith,Britanny Bold,Delta,Low
Gerlach LLC ,Trantow LLC Pharm,Harsewinkel,Germany,51.9667,8.2331,Pharmacy,Institution,Acubulin,Antipiretics,5.0,490,2450.0,April,2020,Stella Given,Alisha Cordwell,Charlie,Low
Koss   ,Gerlach PLC Pharmaceutical Ltd,Lünen,Germany,51.6167,7.5167,Hospital,Private,Albudazole Erobloc,Antiseptics,100.0,563,56300.0,April,2020,Jessica Smith,Britanny Bold,Delta,High
Gerlach LLC ,Vandervort LLC Pharmaceutical Ltd,Rottweil,Germany,48.1681,8.6247,Hospital,Private,Symdocet,Antipiretics,20.0,470,9400.0,April,2020,Jessica Smith,Britanny Bold,Delta,Medium
Erdman  ,Rutherford and Sons Pharm,Meppen,Germany,52.6906,7.291,Hospital,Government,Diaxolol,Antiseptics,50.0,765,38250.0,April,2020,Sheila Stones,Britanny Bold,Delta,High
Gerlach LLC ,Schulist-Zulauf Pharmaceutical Ltd,Kornwestheim,Germany,48.8597,9.185,Pharmacy,Retail,Oxymotroban Fexoformin,Analgesics,2.0,458,916.0,April,2020,Jimmy Grey,Alisha Cordwell,Charlie,Low
Koss   ,Buckridge-Strosin Pharma Plc,Neuruppin,Germany,52.9222,12.8,Hospital,Private,Albuterenone,Antimalarial,24.0,82,1968.0,April,2020,Jimmy Grey,Alisha Cordwell,Charlie,Low
Gerlach LLC ,"Towne, Cummerata and Blanda Pharmaceutical Limited",Naumburg,Germany,51.1521,11.8098,Hospital,Private,Bexridol,Antipiretics,126.0,80,10080.0,April,2020,Alan Ray,James Goodwill,Alfa,Medium
Gerlach LLC ,McDermott Inc Pharmacy,Frankenthal,Germany,49.5333,8.35,Hospital,Private,Vibratosine Alemtrace,Antibiotics,3.0,269,807.0,April,2020,Mary Gerrard,Britanny Bold,Delta,Low
Gerlach LLC ,"Zieme, Doyle and Kunze Pharmacy",Tuttlingen,Germany,47.985,8.8233,Pharmacy,Retail,Ciclonazol,Antiseptics,20.0,121,2420.0,April,2020,Mary Gerrard,Britanny Bold,Delta,Low
Gerlach LLC ,Hayes-Kilback Pharmaceutical Limited,Springe,Germany,52.2167,9.55,Pharmacy,Retail,Clinolan Pitoletra,Mood Stabilizers,3.0,130,390.0,April,2020,Abigail Thompson,Tracy Banks,Bravo,Low
Koss   ,Kling Inc Pharm,Heilbronn,Germany,49.1404,9.218,Pharmacy,Institution,Symbisine Prednimadin,Mood Stabilizers,30.0,304,9120.0,April,2020,Stella Given,Alisha Cordwell,Charlie,Medium
Gerlach LLC ,Kris LLC Pharmacy,Halberstadt,Germany,51.8958,11.0467,Hospital,Private,Interfeferon Aspipex,Antiseptics,10.0,416,4160.0,April,2020,Mary Gerrard,Britanny Bold,Delta,Low
Gerlach LLC ,Gottlieb-Cruickshank Pharm,Schwabach,Germany,49.3292,11.0208,Pharmacy,Retail,Rositroban,Mood Stabilizers,100.0,481,48100.0,April,2020,Abigail Thompson,Tracy Banks,Bravo,High
Koss   ,Welch-Orn Pharm,Emden,Germany,53.3669,7.2061,Hospital,Private,Testant,Mood Stabilizers,192.0,488,93696.0,May,2017,Stella Given,Alisha Cordwell,Charlie,High
Gerlach LLC ,"Buckridge, Hand and Hyatt ",Dinslaken,Germany,51.5667,6.7333,Pharmacy,Institution,Atrabicin Alkerotec,Antiseptics,50.0,249,12450.0,May,2017,Mary Gerrard,Britanny Bold,Delta,Medium
Crist Inc ,Funk PLC Pharma Plc,Rietberg,Germany,51.8,8.4333,Pharmacy,Institution,Victomax,Analgesics,20.0,623,12460.0,May,2017,Erica Jones,James Goodwill,Alfa,Medium
Erdman  ,Reichel Inc Pharm,Schönebeck,Germany,52.0167,11.75,Hospital,Private,Apronazol,Antibiotics,20.0,472,9440.0,May,2017,Erica Jones,James Goodwill,Alfa,Medium
Gerlach LLC ,Gleason PLC Pharma Plc,Bad Reichenhall,Germany,47.7247,12.8769,Pharmacy,Retail,Cephovelam,Mood Stabilizers,5.0,542,2710.0,May,2017,Daniel Gates,Alisha Cordwell,Charlie,Low
Gerlach LLC ,Cassin PLC Pharma Plc,Mühldorf,Germany,48.2456,12.5228,Pharmacy,Retail,Cephovelam,Mood Stabilizers,800.0,542,433600.0,May,2017,Thompson Crawford,James Goodwill,Alfa,High
Gerlach LLC ,Jacobs-Jones Pharmaceutical Ltd,Flensburg,Germany,54.7819,9.4367,Pharmacy,Institution,Aspinavir Silovance,Antibiotics,60.0,549,32940.0,May,2017,Abigail Thompson,Tracy Banks,Bravo,High
Gerlach LLC ,Cartwright-Fay Pharmaceutical Ltd,Wangen im Allgäu,Germany,47.6858,9.8342,Pharmacy,Retail,Xenaderal,Mood Stabilizers,5.0,311,1555.0,May,2017,Daniel Gates,Alisha Cordwell,Charlie,Low
Schaefer LLC ,Barrows Inc Pharmacy,Teltow,Germany,52.4022,13.2706,Hospital,Private,Asparathasone Unipan,Antibiotics,10.0,153,1530.0,May,2017,Jimmy Grey,Alisha Cordwell,Charlie,Low
Gerlach LLC ,Block-Romaguera Pharmacy,Werl,Germany,51.5528,7.9139,Hospital,Private,Megenorphine,Antimalarial,42.0,402,16884.0,May,2017,Jimmy Grey,Alisha Cordwell,Charlie,Medium
Erdman  ,"Kuphal, Herzog and Purdy Pharmaceutical Limited",Erding,Germany,48.3001,11.9082,Pharmacy,Retail,Ultrimax Ultriset,Antiseptics,10.0,269,2690.0,May,2017,Erica Jones,James Goodwill,Alfa,Low
Gerlach LLC ,McKenzie-Zemlak Pharm,Rheinbach,Germany,50.6256,6.9491,Pharmacy,Institution,Alisteride Pemidizem,Antiseptics,5.0,35,175.0,May,2017,Stella Given,Alisha Cordwell,Charlie,Low
Crist Inc ,Predovic LLC Pharmaceutical Limited,Ingelheim,Germany,49.9747,8.0564,Pharmacy,Institution,Acubulin,Antipiretics,5.0,490,2450.0,May,2017,Steve Pepple,Tracy Banks,Bravo,Low
Erdman  ,Rohan PLC Pharmacy,Schwäbisch Hall,Germany,49.1122,9.7375,Pharmacy,Institution,Requimadin,Antimalarial,400.0,408,163200.0,May,2017,Anne Wu,Britanny Bold,Delta,High
Gerlach LLC ,Schimmel-Waelchi Pharma Plc,Garbsen,Germany,52.4183,9.5981,Pharmacy,Institution,Zyvance,Analgesics,10.0,323,3230.0,May,2017,Jimmy Grey,Alisha Cordwell,Charlie,Low
Erdman  ,Trantow LLC Pharmacy,Landau,Germany,49.1994,8.1231,Hospital,Private,Hydroxyprosyn,Antibiotics,158.0,220,34760.0,May,2017,Stella Given,Alisha Cordwell,Charlie,High
Gerlach LLC ,Rowe PLC Pharm,Verl,Germany,51.8831,8.5167,Pharmacy,Retail,Clinolan Pitoletra,Mood Stabilizers,10.0,130,1300.0,May,2017,Thompson Crawford,James Goodwill,Alfa,Low
Gerlach LLC ,"Bogan, Jacobs and Kris Pharmaceutical Limited",Wetzlar,Germany,50.5667,8.5,Pharmacy,Institution,Ampysin,Analgesics,20.0,243,4860.0,May,2017,Abigail Thompson,Tracy Banks,Bravo,Low
Gerlach LLC ,Bayer LLC ,Rudolstadt,Germany,50.7169,11.3275,Hospital,Private,Primatate Univatol,Mood Stabilizers,20.0,172,3440.0,May,2017,Thompson Crawford,James Goodwill,Alfa,Low
Gerlach LLC ,Hill-Daniel Pharmaceutical Ltd,Neumünster,Germany,54.0714,9.99,Hospital,Government,Vibratosine Alemtrace,Antibiotics,50.0,269,13450.0,May,2017,Sheila Stones,Britanny Bold,Delta,Medium
Gerlach LLC ,West Group Pharma Plc,Aschersleben,Germany,51.75,11.4667,Pharmacy,Retail,Ribabyclor,Antiseptics,300.0,469,140700.0,May,2017,Jessica Smith,Britanny Bold,Delta,High
Erdman  ,Crist LLC ,Mühlacker,Germany,48.95,8.8392,Pharmacy,Institution,Alarudin Azarolac,Mood Stabilizers,20.0,567,11340.0,May,2017,Daniel Gates,Alisha Cordwell,Charlie,Medium
Gerlach LLC ,Osinski-Botsford Pharmacy,Wiesloch,Germany,49.2942,8.6983,Hospital,Government,Abobozolid,Antimalarial,2.0,75,150.0,May,2017,Sheila Stones,Britanny Bold,Delta,Low
Gerlach LLC ,Legros-Runte Pharmaceutical Limited,Neckarsulm,Germany,49.1917,9.2244,Hospital,Private,Pitodomide,Antimalarial,20.0,24,480.0,May,2017,Anne Wu,Britanny Bold,Delta,Low
Koss   ,Senger-Kirlin Pharmaceutical Ltd,Friedrichsdorf,Germany,50.2569,8.6418,Hospital,Private,Alarudin Azarolac,Mood Stabilizers,60.0,567,34020.0,May,2017,Steve Pepple,Tracy Banks,Bravo,High
Romaguera-Fay  ,"Herman, Rice and Rippin Pharmaceutical Limited",Schorndorf,Germany,48.8,9.5333,Pharmacy,Institution,Abobozolid,Antimalarial,5.0,75,375.0,May,2017,Abigail Thompson,Tracy Banks,Bravo,Low
Erdman  ,"Kirlin, Hamill and Dickinson Pharma Plc",Weißenburg,Germany,49.0306,10.9719,Pharmacy,Retail,Amlominphen Dexanovate,Analgesics,1500.0,119,178500.0,May,2017,Abigail Thompson,Tracy Banks,Bravo,High
Gerlach LLC ,"Romaguera, Moen and Hagenes Pharm",Unterschleißheim,Germany,48.2833,11.5667,Pharmacy,Retail,Factofribrate,Mood Stabilizers,10.0,99,990.0,May,2017,Anne Wu,Britanny Bold,Delta,Low
Gerlach LLC ,Koss Ltd Pharmaceutical Ltd,Löhne,Germany,52.2,8.7,Pharmacy,Retail,Dexacilin Triline,Analgesics,25.0,129,3225.0,May,2017,Stella Given,Alisha Cordwell,Charlie,Low
Gerlach LLC ,Legros-Runte Pharmaceutical Ltd,Baden-Baden,Germany,48.7619,8.2408,Hospital,Government,Ampinonide,Antimalarial,5.0,248,1240.0,May,2017,Steve Pepple,Tracy Banks,Bravo,Low
Koss   ,"Kertzmann, Quitzon and Harris Pharmaceutical Limited",Forst,Germany,51.7333,14.633299999999998,Pharmacy,Retail,Adriacaine,Mood Stabilizers,2.0,361,722.0,May,2017,Steve Pepple,Tracy Banks,Bravo,Low
Gerlach LLC ,Kris LLC Pharm,Zeitz,Germany,51.0478,12.1383,Pharmacy,Institution,Cordamectin Actolamin,Antipiretics,220.0,367,80740.0,May,2017,Stella Given,Alisha Cordwell,Charlie,High
Gerlach LLC ,Runolfsson-Halvorson Pharmacy,Recklinghausen,Germany,51.6167,7.2,Pharmacy,Institution,Travosoline Capolac,Antipiretics,10.0,610,6100.0,May,2017,Jimmy Grey,Alisha Cordwell,Charlie,Low
Gerlach LLC ,Reichel Inc ,Trier,Germany,49.7567,6.6414,Hospital,Government,Arivac,Antimalarial,10.0,567,5670.0,May,2017,Jessica Smith,Britanny Bold,Delta,Low
Gerlach LLC ,"Steuber, Hills and Botsford Pharma Plc",Schmallenberg,Germany,51.1333,8.3,Pharmacy,Institution,Adalatamine,Antiseptics,20.0,794,15880.0,May,2017,Morris Garcia,Tracy Banks,Bravo,Medium
Gerlach LLC ,Abernathy and Sons ,Freiburg im Breisgau,Germany,47.9947,7.8496999999999995,Pharmacy,Retail,Relenstrel Exurabine,Antibiotics,20.0,424,8480.0,May,2017,Steve Pepple,Tracy Banks,Bravo,Medium
Gerlach LLC ,Walsh-Brown Pharmaceutical Ltd,Bernburg,Germany,51.8,11.7333,Hospital,Private,Afaxacin,Analgesics,180.0,60,10800.0,May,2017,Abigail Thompson,Tracy Banks,Bravo,Medium
Gerlach LLC ,"Kuphal, Herzog and Purdy ",Berlin,Germany,52.5167,13.3833,Hospital,Government,Eproline,Antibiotics,20.0,780,15600.0,May,2017,Abigail Thompson,Tracy Banks,Bravo,Medium
Gerlach LLC ,Stanton-Cole Pharmacy,Düren,Germany,50.8,6.4833,Pharmacy,Institution,Lactubucil,Antipiretics,10.0,585,5850.0,May,2017,Jimmy Grey,Alisha Cordwell,Charlie,Low
Erdman  ,Crona PLC Pharmacy,Eschweiler,Germany,50.8167,6.2833,Hospital,Government,Apronazol,Antibiotics,20.0,472,9440.0,May,2017,Alan Ray,James Goodwill,Alfa,Medium
Gerlach LLC ,Osinski-Botsford Pharmacy,Wiesloch,Germany,49.2942,8.6983,Hospital,Government,Magnemunex,Antiseptics,150.0,689,103350.0,May,2017,Jessica Smith,Britanny Bold,Delta,High
Gerlach LLC ,McDermott Group Pharmaceutical Ltd,Lindau,Germany,47.5458,9.6839,Pharmacy,Institution,Alemtuvatol Megalinum,Analgesics,20.0,682,13640.0,May,2017,Stella Given,Alisha Cordwell,Charlie,Medium
Gerlach LLC ,"Corkery, Trantow and Ferry Pharma Plc",Geesthacht,Germany,53.4381,10.3747,Pharmacy,Institution,Pazofenac,Mood Stabilizers,10.0,123,1230.0,May,2017,Anne Wu,Britanny Bold,Delta,Low
Gerlach LLC ,"Yundt, Leuschke and Ward ",Wittlich,Germany,49.9869,6.8897,Pharmacy,Institution,Lovapur,Mood Stabilizers,1.0,551,551.0,May,2017,Jimmy Grey,Alisha Cordwell,Charlie,Low
Gerlach LLC ,Dach PLC ,Deggendorf,Germany,48.8353,12.9644,Hospital,Private,Sucprine Specbalamin,Antiseptics,36.0,182,6552.0,May,2017,Mary Gerrard,Britanny Bold,Delta,Low
Gerlach LLC ,Jacobs-Jones Pharma Plc,Schwedt (Oder),Germany,53.0631,14.2831,Pharmacy,Retail,Tetratanyl,Antimalarial,40.0,511,20440.0,May,2017,Erica Jones,James Goodwill,Alfa,Medium
